"database","schema","relation","column","key","type","description"
"timeball","baseballdatabank","fielding","stint","","smallint",""
"timeball","baseballdatabank","fielding","team_id","","varchar",""
"timeball","baseballdatabank","fielding","lg_id","","varchar",""
"timeball","baseballdatabank","fielding","pos","","varchar",""
"timeball","baseballdatabank","fielding","g","","smallint",""
"timeball","baseballdatabank","fielding","gs","","smallint",""
"timeball","baseballdatabank","fielding","inn_outs","","smallint",""
"timeball","baseballdatabank","fielding","po","","smallint",""
"timeball","baseballdatabank","fielding","a","","smallint",""
"timeball","baseballdatabank","fielding","e","","smallint",""
"timeball","baseballdatabank","fielding","dp","","smallint",""
"timeball","baseballdatabank","fielding","pb","","smallint",""
"timeball","baseballdatabank","fielding","wp","","smallint",""
"timeball","baseballdatabank","fielding","sb","","smallint",""
"timeball","baseballdatabank","fielding","cs","","smallint",""
"timeball","baseballdatabank","fielding","zr","","double",""
"timeball","baseballdatabank","batting","player_id","","varchar",""
"timeball","baseballdatabank","batting","year_id","","smallint",""
"timeball","baseballdatabank","batting","stint","","smallint",""
"timeball","baseballdatabank","batting","team_id","","varchar",""
"timeball","baseballdatabank","batting","lg_id","","varchar",""
"timeball","baseballdatabank","batting","g","","usmallint",""
"timeball","baseballdatabank","batting","ab","","usmallint",""
"timeball","baseballdatabank","batting","r","","usmallint",""
"timeball","baseballdatabank","batting","h","","usmallint",""
"timeball","baseballdatabank","batting","_2b","","usmallint",""
"timeball","baseballdatabank","batting","_3b","","usmallint",""
"timeball","baseballdatabank","batting","hr","","usmallint",""
"timeball","baseballdatabank","batting","rbi","","usmallint",""
"timeball","baseballdatabank","batting","sb","","usmallint",""
"timeball","baseballdatabank","batting","cs","","usmallint",""
"timeball","baseballdatabank","batting","bb","","usmallint",""
"timeball","baseballdatabank","batting","so","","usmallint",""
"timeball","baseballdatabank","batting","ibb","","usmallint",""
"timeball","baseballdatabank","batting","hbp","","usmallint",""
"timeball","baseballdatabank","batting","sh","","usmallint",""
"timeball","baseballdatabank","batting","sf","","usmallint",""
"timeball","baseballdatabank","batting","gidp","","usmallint",""
"timeball","baseballdatabank","appearances","year_id","","smallint",""
"timeball","baseballdatabank","appearances","team_id","","varchar",""
"timeball","baseballdatabank","appearances","lg_id","","varchar",""
"timeball","baseballdatabank","appearances","player_id","","varchar",""
"timeball","baseballdatabank","appearances","g_all","","smallint",""
"timeball","baseballdatabank","appearances","gs","","smallint",""
"timeball","baseballdatabank","appearances","g_batting","","smallint",""
"timeball","baseballdatabank","appearances","g_defense","","smallint",""
"timeball","baseballdatabank","appearances","g_p","","smallint",""
"timeball","baseballdatabank","appearances","g_c","","smallint",""
"timeball","baseballdatabank","appearances","g_1b","","smallint",""
"timeball","baseballdatabank","appearances","g_2b","","smallint",""
"timeball","baseballdatabank","appearances","g_3b","","smallint",""
"timeball","baseballdatabank","appearances","g_ss","","smallint",""
"timeball","baseballdatabank","appearances","g_lf","","smallint",""
"timeball","baseballdatabank","appearances","g_cf","","smallint",""
"timeball","baseballdatabank","appearances","g_rf","","smallint",""
"timeball","baseballdatabank","appearances","g_of","","smallint",""
"timeball","baseballdatabank","appearances","g_dh","","smallint",""
"timeball","baseballdatabank","appearances","g_ph","","smallint",""
"timeball","baseballdatabank","appearances","g_pr","","smallint",""
"timeball","box_score","box_score_line_scores","game_id","","varchar",""
"timeball","box_score","box_score_line_scores","side","","varchar",""
"timeball","box_score","box_score_line_scores","inning","","bigint",""
"timeball","box_score","box_score_line_scores","runs","","bigint",""
"timeball","box_score","box_score_comments","game_id","","varchar",""
"timeball","box_score","box_score_comments","sequence_id","","bigint",""
"timeball","box_score","box_score_comments","comment","","varchar",""
"timeball","box_score","box_score_triple_plays","game_id","","varchar",""
"timeball","box_score","box_score_triple_plays","defense_side","","varchar",""
"timeball","box_score","box_score_triple_plays","fielders","","varchar",""
"timeball","box_score","box_score_team_miscellaneous_lines","game_id","","varchar",""
"timeball","box_score","box_score_team_miscellaneous_lines","side","","varchar",""
"timeball","box_score","box_score_team_miscellaneous_lines","left_on_base","","bigint",""
"timeball","box_score","box_score_team_miscellaneous_lines","team_earned_runs","","bigint",""
"timeball","box_score","box_score_team_miscellaneous_lines","double_plays_turned","","bigint",""
"timeball","box_score","box_score_team_miscellaneous_lines","triple_plays_turned","","bigint",""
"timeball","box_score","box_score_team_fielding_lines","game_id","","varchar",""
"timeball","box_score","box_score_team_fielding_lines","side","","varchar",""
"timeball","box_score","box_score_team_fielding_lines","outs_played","","bigint",""
"timeball","box_score","box_score_team_fielding_lines","putouts","","utinyint",""
"timeball","box_score","box_score_team_fielding_lines","assists","","utinyint",""
"timeball","box_score","box_score_team_fielding_lines","errors","","utinyint",""
"timeball","box_score","box_score_team_fielding_lines","double_plays","","utinyint",""
"timeball","box_score","box_score_team_fielding_lines","triple_plays","","utinyint",""
"timeball","box_score","box_score_team_fielding_lines","passed_balls","","utinyint",""
"timeball","box_score","box_score_team_batting_lines","game_id","","varchar",""
"timeball","box_score","box_score_team_batting_lines","side","","varchar",""
"timeball","box_score","box_score_team_batting_lines","at_bats","","bigint",""
"timeball","box_score","box_score_team_batting_lines","runs","","bigint",""
"timeball","box_score","box_score_team_batting_lines","hits","","bigint",""
"timeball","box_score","box_score_team_batting_lines","doubles","","bigint",""
"timeball","box_score","box_score_team_batting_lines","triples","","bigint",""
"timeball","box_score","box_score_team_batting_lines","home_runs","","bigint",""
"timeball","box_score","box_score_team_batting_lines","rbi","","bigint",""
"timeball","box_score","box_score_team_batting_lines","sacrifice_hits","","bigint",""
"timeball","box_score","box_score_team_batting_lines","sacrifice_flies","","bigint",""
"timeball","box_score","box_score_team_batting_lines","hit_by_pitch","","bigint",""
"timeball","box_score","box_score_team_batting_lines","walks","","bigint",""
"timeball","box_score","box_score_team_batting_lines","intentional_walks","","bigint",""
"timeball","box_score","box_score_team_batting_lines","strikeouts","","integer",""
"timeball","box_score","box_score_team_batting_lines","stolen_bases","","bigint",""
"timeball","box_score","box_score_team_batting_lines","caught_stealing","","bigint",""
"timeball","box_score","box_score_team_batting_lines","grounded_into_double_plays","","bigint",""
"timeball","box_score","box_score_team_batting_lines","reached_on_interference","","bigint",""
"timeball","box_score","box_score_stolen_bases","game_id","","varchar",""
"timeball","box_score","box_score_stolen_bases","running_side","","varchar",""
"timeball","box_score","box_score_stolen_bases","runner_id","","varchar",""
"timeball","box_score","box_score_stolen_bases","pitcher_id","","varchar",""
"timeball","box_score","box_score_stolen_bases","catcher_id","","varchar",""
"timeball","box_score","box_score_stolen_bases","inning","","bigint",""
"timeball","box_score","box_score_pitching_lines","game_id","","varchar",""
"timeball","box_score","box_score_pitching_lines","pitcher_id","","varchar",""
"timeball","box_score","box_score_pitching_lines","side","","enum('home', 'away')",""
"timeball","box_score","box_score_pitching_lines","nth_pitcher","","utinyint",""
"timeball","box_score","box_score_pitching_lines","outs_recorded","","utinyint",""
"timeball","box_score","box_score_pitching_lines","no_out_batters","","utinyint",""
"timeball","box_score","box_score_pitching_lines","batters_faced","","utinyint",""
"timeball","box_score","box_score_pitching_lines","hits","","utinyint",""
"timeball","box_score","box_score_pitching_lines","doubles","","utinyint",""
"timeball","box_score","box_score_pitching_lines","triples","","utinyint",""
"timeball","box_score","box_score_pitching_lines","home_runs","","utinyint",""
"timeball","box_score","box_score_pitching_lines","runs","","utinyint",""
"timeball","box_score","box_score_pitching_lines","earned_runs","","utinyint",""
"timeball","box_score","box_score_pitching_lines","walks","","utinyint",""
"timeball","box_score","box_score_pitching_lines","intentional_walks","","utinyint",""
"timeball","box_score","box_score_pitching_lines","strikeouts","","utinyint",""
"timeball","box_score","box_score_pitching_lines","hit_batsmen","","utinyint",""
"timeball","box_score","box_score_pitching_lines","wild_pitches","","utinyint",""
"timeball","box_score","box_score_pitching_lines","balks","","utinyint",""
"timeball","box_score","box_score_pitching_lines","sacrifice_hits","","utinyint",""
"timeball","box_score","box_score_pitching_lines","sacrifice_flies","","utinyint",""
"timeball","box_score","box_score_pinch_running_lines","game_id","","varchar",""
"timeball","box_score","box_score_pinch_running_lines","pinch_runner_id","","varchar",""
"timeball","box_score","box_score_pinch_running_lines","inning","","bigint",""
"timeball","box_score","box_score_pinch_running_lines","side","","varchar",""
"timeball","box_score","box_score_pinch_running_lines","runs","","bigint",""
"timeball","box_score","box_score_pinch_running_lines","stolen_bases","","bigint",""
"timeball","box_score","box_score_pinch_running_lines","caught_stealing","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","game_id","","varchar",""
"timeball","box_score","box_score_pinch_hitting_lines","pinch_hitter_id","","varchar",""
"timeball","box_score","box_score_pinch_hitting_lines","inning","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","side","","varchar",""
"timeball","box_score","box_score_pinch_hitting_lines","at_bats","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","runs","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","hits","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","doubles","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","triples","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","home_runs","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","rbi","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","sacrifice_hits","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","sacrifice_flies","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","hit_by_pitch","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","walks","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","intentional_walks","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","strikeouts","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","stolen_bases","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","caught_stealing","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","grounded_into_double_plays","","bigint",""
"timeball","box_score","box_score_pinch_hitting_lines","reached_on_interference","","bigint",""
"timeball","box_score","box_score_home_runs","game_id","","varchar",""
"timeball","box_score","box_score_home_runs","batting_side","","varchar",""
"timeball","box_score","box_score_home_runs","batter_id","","varchar",""
"timeball","box_score","box_score_home_runs","pitcher_id","","varchar",""
"timeball","box_score","box_score_home_runs","inning","","bigint",""
"timeball","box_score","box_score_home_runs","runners_on","","bigint",""
"timeball","box_score","box_score_home_runs","outs","","bigint",""
"timeball","box_score","box_score_hit_by_pitches","game_id","","varchar",""
"timeball","box_score","box_score_hit_by_pitches","pitching_side","","varchar",""
"timeball","box_score","box_score_hit_by_pitches","pitcher_id","","varchar",""
"timeball","box_score","box_score_hit_by_pitches","batter_id","","varchar",""
"timeball","box_score","box_score_games","game_id","","varchar",""
"timeball","box_score","box_score_games","date","","date",""
"timeball","box_score","box_score_games","start_time","","timestamp",""
"timeball","box_score","box_score_games","doubleheader_status","","enum('doubleheadergame1', 'doubleheadergame2', 'doubleheadergame3', 'singlegame')",""
"timeball","box_score","box_score_games","time_of_day","","enum('day', 'night', 'unknown')",""
"timeball","box_score","box_score_games","game_type","","enum('allstargame', 'divisionseries', 'exhibition', 'leaguechampionshipseries', 'otherchampionship', 'regularseason', 'tiebreakerplayoff', 'wildcardseries', 'worldseries')",""
"timeball","box_score","box_score_games","bat_first_side","","enum('home', 'away')",""
"timeball","box_score","box_score_games","sky","","enum('cloudy', 'dome', 'night', 'overcast', 'sunny', 'unknown')",""
"timeball","box_score","box_score_games","field_condition","","enum('damp', 'dry', 'soaked', 'unknown', 'wet')",""
"timeball","box_score","box_score_games","precipitation","","enum('drizzle', 'none', 'rain', 'showers', 'snow', 'unknown')",""
"timeball","box_score","box_score_games","wind_direction","","enum('fromcf', 'fromlf', 'fromrf', 'lefttoright', 'righttoleft', 'tocf', 'tolf', 'torf', 'unknown')",""
"timeball","box_score","box_score_games","park_id","","enum('min03', 'mex02', 'stl05', 'mon02', 'pit08', 'stl12', 'bal10', 'ftb01', 'den01', 'nyc16', 'nyc20', 'pit06', 'gri01', 'kok01', 'mnt01', 'nwk04', 'bri01', 'buf03', 'can03', 'gar01', 'man01', 'hun02', 'lan01', 'nwk03', 'rck01', 'san04', 'was04', 'cin03', 'cla01', 'col02', 'ind02', 'lud01', 'mth01', 'phi02', 'pit09', 'win01', 'arn01', 'lrk02', 'mck01', 'col04', 'dal01', 'nyc11', 'pat01', 'atc01', 'col03', 'far01', 'jer01', 'okc02', 'ole01', 'sai01', 'sci01', 'dav02', 'nwc01', 'phi07', 'sup01', 'wil05', 'alt02', 'cle02', 'dca01', 'dot01', 'lou02', 'new03', 'sea02', 'cle07', 'min02', 'sfo02', 'phi09', 'phi13', 'day03', 'sfo01', 'mia02', 'atl04', 'den02', 'mil06', 'bal13', 'bos07', 'sfo03', 'tor02', 'bir01', 'dav01', 'nol01', 'phi12', 'lbv01', 'dar01', 'det06', 'eri01', 'hou04', 'kno01', 'lou03', 'red01', 'wil04', 'you01', 'bal05', 'bck01', 'cle01', 'def01', 'jop01', 'mnh01', 'mtv01', 'oil01', 'ptk01', 'ptx01', 'yor02', 'elm01', 'hun01', 'mrt01', 'pit03', 'pit04', 'buf02', 'chi03', 'cin02', 'eld01', 'glo02', 'has01', 'hom01', 'ind09', 'lin02', 'nbe01', 'nor02', 'por02', 'cam03', 'chi05', 'clc01', 'eva01', 'fts01', 'gra01', 'npn02', 'top01', 'cai01', 'dct02', 'roc03', 'buf06', 'har02', 'jac01', 'new02', 'npn01', 'alb02', 'min01', 'tex01', 'cin08', 'atl03', 'rci01', 'pho01', 'stl07', 'chi10', 'min04', 'atl02', 'los05', 'mex01', 'phi17', 'det04', 'phi11', 'chi11', 'buf05', 'ind07', 'stp01', 'sju01', 'can04', 'chi01', 'kan02', 'okc01', 'phi06', 'phi15', 'bal01', 'cin10', 'col05', 'fin01', 'kan03', 'syr04', 'win02', 'ban01', 'buf01', 'fli01', 'lsl01', 'nyc01', 'pbl01', 'pro01', 'rac01', 'cht01', 'cle05', 'iro01', 'pal01', 'spr06', 'sun01', 'wil08', 'kok02', 'pta01', 'stc01', 'stm01', 'was08', 'bog01', 'col06', 'hrt02', 'bhm01', 'cha01', 'chi07', 'ind04', 'mou01', 'rkm01', 'spr01', 'wil01', 'wor01', 'zan02', 'bal06', 'por01', 'dec01', 'bos05', 'nyc13', 'stl08', 'stl11', 'nyc25', 'jer02', 'nyc17', 'sea03', 'stl10', 'nyc12', 'tok01', 'tor01', 'bos06', 'cle06', 'bra01', 'chi15', 'dye01', 'glk01', 'oak02', 'hou01', 'eau01', 'keo01', 'mun01', 'nyc28', 'orl01', 'phi08', 'spa01', 'wac01', 'bak01', 'cin04', 'col01', 'fai01', 'tup01', 'tus01', 'atl05', 'cle03', 'ftw01', 'war01', 'ann01', 'app01', 'cle10', 'cll01', 'gra03', 'lim01', 'phi18', 'syr03', 'gbw01', 'lin01', 'pet01', 'whe02', 'bos01', 'det08', 'dur01', 'gal01', 'kew01', 'lkc01', 'nyc03', 'spr07', 'cin05', 'col07', 'for01', 'ind01', 'ind05', 'joh01', 'leb01', 'pai01', 'pit01', 'ric01', 'wat01', 'axc01', 'bal02', 'chi04', 'jac02', 'mac01', 'mea01', 'met01', 'mun02', 'nsh02', 'nwo01', 'spr03', 'sta01', 'war02', 'was06', 'wsl01', 'dec02', 'hou03', 'mon01', 'pit07', 'chi09', 'mtg01', 'pit05', 'las01', 'bal11', 'mil05', 'cbi01', 'buf04', 'hon01', 'cin09', 'sea01', 'arl03', 'kan04', 'nyc21', 'alb01', 'but01', 'ced01', 'for02', 'ind06', 'sbd01', 'spr05', 'akr01', 'alt01', 'cin01', 'den03', 'lou01', 'nco01', 'oza01', 'ric03', 'syr01', 'tol04', 'wor02', 'blo01', 'dal02', 'jkv01', 'pen01', 'wil07', 'bal09', 'cle04', 'dov01', 'nor05', 'reg01', 'ric04', 'can02', 'cle11', 'cle13', 'gea01', 'gra02', 'nyc09', 'sha01', 'stl04', 'stl06', 'ter01', 'day01', 'des02', 'hag01', 'nyc02', 'tre01', 'bos02', 'fmt01', 'for03', 'for04', 'for05', 'glo01', 'hou05', 'ind10', 'thr01', 'tro02', 'lgb01', 'uni01', 'wfi01', 'whe01', 'phi17', 'stl09', 'phi10', 'los03', 'los02', 'chi08', 'los01', 'arl02', 'nyc10', 'was09', 'phi16', 'oma01', 'cle08', 'cen01', 'cha03', 'cin06', 'ful01', 'gre04', 'msn01', 'nwk01', 'nyc18', 'nyc23', 'owe01', 'rck02', 'scr01', 'tro01', 'bea02', 'chi02', 'hsp01', 'mem01', 'nor03', 'nyc24', 'per01', 'stl03', 'chi06', 'eas01', 'gad01', 'gre01', 'gre03', 'jon01', 'mnl01', 'tol02', 'bal03', 'bea03', 'hel01', 'mid01', 'mil01', 'roc01', 'sat01', 'shw01', 'smo01', 'spr02', 'vck01', 'was03', 'ind11', 'mas01', 'mat01', 'cle14', 'gol01', 'han01', 'hrt01', 'lcr01', 'lrk01', 'nlr01', 'stl02', 'tre02', 'van01', 'bis01', 'day02', 'des01', 'det01', 'eor01', 'phi01', 'pit02', 'tol05', 'urb01', 'war03', 'cor01', 'nfn01', 'stl01', 'tul01', 'wav01', 'wee01', 'chester pa', 'hou02', 'was11', 'roc04', 'chi12', 'ana01', 'mia01', 'wil02', 'nyc19', 'det02', 'san02', 'cin07', 'kan06', 'acy01', 'dun01', 'los04', 'atl01', 'oak01', 'bal14', 'cam02', 'ham01', 'min05', 'new01', 'ptr01', 'syr02', 'wap01', 'jam01', 'mem03', 'tam01', 'cha02', 'lou04', 'mob01', 'nsh01', 'nyc06', 'osh01', 'oxf01', 'stl13', 'bal07', 'nia01', 'nyc22', 'wah01', 'bal04', 'dct01', 'mil03', 'nyc05', 'nyc08', 'oma02', 'roc02', 'wor03', 'hav01', 'kea01', 'shr01', 'yor03', 'zan01', 'bat01', 'bel03', 'can01', 'cle12', 'cra01', 'ham02', 'lex01', 'mil02', 'stp02', 'was02', 'wny01', 'wym01', 'yor01', 'det05', 'was10', 'nyc14', 'wic01', 'hrb01', 'lon01', 'bos08', 'bal12', 'syd01', 'arl01', 'san03', 'kan05', 'det07', 'har01', 'san01', 'nyc15', 'mem02', 'che01', 'gre02', 'knp01', 'nor04', 'ric05', 'was07', 'dan02', 'hml01', 'mus01', 'was01', 'wfl01', 'aus01', 'dan01', 'gin01', 'ind08', 'mid02', 'mil04', 'phi03', 'pro02', 'sby01', 'bel01', 'flc01', 'nyc04', 'ppb01', 'ral01', 'stj01', 'tol03', 'cov01', 'hop01', 'jnc01', 'nwk02', 'nyc27', 'phi14', 'was05', 'bea01', 'nor01', 'ric02', 'tol01', 'bel02', 'bos04', 'cov02', 'det03', 'kan01', 'lou05', 'nbg01', 'phi04', 'wil06', 'acy02', 'bos03', 'cam01', 'cle09', 'ind03', 'nyc07', 'nyc26', 'phi05', 'sci02', 'sel01', 'spr04', 'wil03')",""
"timeball","box_score","box_score_games","temperature_fahrenheit","","tinyint",""
"timeball","box_score","box_score_games","attendance","","integer",""
"timeball","box_score","box_score_games","wind_speed_mph","","utinyint",""
"timeball","box_score","box_score_games","use_dh","","boolean",""
"timeball","box_score","box_score_games","winning_pitcher","","varchar",""
"timeball","box_score","box_score_games","losing_pitcher","","varchar",""
"timeball","box_score","box_score_games","save_pitcher","","varchar",""
"timeball","box_score","box_score_games","game_winning_rbi","","varchar",""
"timeball","box_score","box_score_games","time_of_game_minutes","","bigint",""
"timeball","box_score","box_score_games","protest_info","","integer",""
"timeball","box_score","box_score_games","completion_info","","integer",""
"timeball","box_score","box_score_games","scorer","","varchar",""
"timeball","box_score","box_score_games","scoring_method","","varchar",""
"timeball","box_score","box_score_games","inputter","","varchar",""
"timeball","box_score","box_score_games","translator","","varchar",""
"timeball","box_score","box_score_games","date_inputted","","timestamp",""
"timeball","box_score","box_score_games","date_edited","","integer",""
"timeball","box_score","box_score_games","account_type","","enum('deduced', 'boxscore', 'playbyplay')",""
"timeball","box_score","box_score_games","filename","","varchar",""
"timeball","box_score","box_score_games","game_key","","uinteger",""
"timeball","box_score","box_score_games","away_team_id","","enum('ccb', 'ph1', 'mem', 'phg', 'asd', 'sno', 'ptf', 'sln', 'kcm', 'chm', 'nw2', 'slf', 'cag', 'hom', 'ptc', 'cv9', 'cda', 'cha', 'day', 'asg', 'cg1', 'ml2', 'cl2', 'br3', 'ws5', 'ph4', 'cnu', 'tl1', 'wsu', 'nyn', 'bsp', 'mon', 'cl6', 'sl1', 'pro', 'bl5', 'chu', 'bl3', 'in6', 'nws', 'scu', 'sta', 'prk', 'bl1', 'blg', 'bos', 'aso', 'in8', 'bis', 'brs', 'cia', 'sla', 'in9', 'bsn', 'dt1', 'nas', 'ssa', 'lan', 'sdo', 'dtn', 'sl5', 'kc2', 'flo', 'sr1', 'slu', 'nh1', 'bfp', 'php', 'har', 'ml3', 'min', 'akr', 'cup', 'cv1', 'has', 'lcb', 'ph6', 'prc', 'ws1', 'atl', 'acy', 'br1', 'mln', 'kc1', 'vma', 'asf', 'shr', 'jax', 'mla', 'pit', 'asp', 'slg', 'bir', 'spz', 'weg', 'nls', 'asc', 'keo', 'ny4', 'ny3', 'blu', 'sfn', 'cl5', 'sea', 'bs2', 'cn3', 'spu', 'tln', 'cv4', 'cv8', 'di1', 'jac', 'mtg', 'ny5', 'glk', 'cl1', 'in4', 'hws', 'chf', 'ind', 'twa', 'asw', 'brf', 'bro', 'ch2', 'nnl', 'bal', 'bxg', 'cl3', 'ws2', 'ls1', 'pt1', 'ws7', 'sdn', 'oak', 'ana', 'clp', 'col', 'cv5', 'ptk', 'bs1', 'kcf', 'fw1', 'chn', 'bcg', 'ags', 'nal', 'ci2', 'buf', 'cnn', 'ast', 'bla', 'als', 'cv6', 'ws3', 'cue', 'prg', 'bkb', 'bls', 'dt2', 'trn', 'chp', 'phu', 'ls3', 'was', 'sl3', 'br4', 'rc2', 'tba', 'bl2', 'phn', 'wor', 'brp', 'tor', 'wbs', 'wse', 'cb2', 'cv2', 'mnr', 'phe', 'nya', 'hae', 'ws4', 'rc1', 'hou', 'ssn', 'nsh', 'ph5', 'ny2', 'wsw', 'nns', 'ph2', 'asb', 'nbg', 'wps', 'ptp', 'cal', 'in3', 'wsn', 'nyp', 'tex', 'bfn', 'ric', 'cuh', 'cvs', 'dtw', 'in7', 'br2', 'hr1', 'tro', 'ccr', 'cvb', 'mid', 'cb1', 'phb', 'ny1', 'nyl', 'alm', 'pir', 'cin', 'atn', 'new', 'phi', 'ny6', 'ml4', 'brg', 'shv', 'laa', 'asl', 'vda', 'eli', 'alt', 'ws6', 'sl4', 'kca', 'in1', 'cl4', 'mia', 'cn2', 'ls2', 'kcn', 'ws9', 'ari', 'mil', 'wil', 'tlc', 'wle', 'brn', 'cv7', 'nw1', 'cux', 'clg', 'sas', 'ch1', 'hil', 'ase', 'kcr', 'det', 'mls', 'cle', 'pha', 'cuw', 'ecg', 'hsl', 'blf', 'pgh', 'whk', 'ls4', 'klk', 'sl2', 'cn1', 'bsu', 'kcu', 'ws8', 'bln', 'ph3', 'cn4', 'tl2', 'mlu', 'se1', 'bl4', 'in2', 'sr2', 'vma ', 'ci1', 'cv3', 'hoe', 'in5', 'lrs', 'nww')",""
